frame_idx,duck_id,x,y
16,1,-0.8509834699332713,-1.4215089004486798
16,2,-0.9191916242241859,-1.526877412199974
16,3,-0.8562262870371341,-1.304589831829071
16,4,-0.9080060750246047,-1.421330265328288
16,5,-0.9598332673311233,-1.5497048288583755
16,6,-1.0005186229944227,-1.625653901696205
17,0,-0.861334304511547,-1.4811315700411796
17,1,-0.8453670844435691,-1.4130372634157538
17,2,-0.9189493015408515,-1.530766600370407
17,3,-0.8574051961302757,-1.2873203992843627
17,4,-0.901733312010765,-1.412956667691469
17,5,-0.9530700773000716,-1.5486303210258483
17,6,-0.9930928379297256,-1.6283461987972259
18,0,-0.8477598682045936,-1.483691269159317
18,1,-0.8317313149571418,-1.40329843419604
18,2,-0.914881470799446,-1.5425356715917586
18,3,-0.8506336577236652,-1.266126775741577
18,4,-0.8911032408475875,-1.4033262891229241
18,5,-0.943737182021141,-1.5559436172246932
18,6,-0.9854678839445113,-1.64660886824131
19,0,-0.8446728691458701,-1.4763467773795127
19,1,-0.8239377431571483,-1.3994385614991187
19,2,-0.9120518371462821,-1.5315903961658477
19,3,-0.8487569570541381,-1.2784201368689536
19,4,-0.8824823081493377,-1.3993505537277087
19,5,-0.9348050236701965,-1.5402503103017806
19,6,-0.9768871992826461,-1.6252044230699538
20,0,-0.8476561896502971,-1.467689962685108
20,1,-0.8252388417720794,-1.3852163298055529
20,2,-0.9172654181718826,-1.5253733932971953
20,3,-0.8557307824492454,-1.2699938803911208
20,4,-0.8827680528163909,-1.3857131149619817
20,5,-0.9316382884979247,-1.52633116543293
20,6,-0.971111524105072,-1.6104937434196471
21,0,-0.8427772291004657,-1.4699255540966987
21,1,-0.8161845590919256,-1.3839391615241765
21,2,-0.9160947456955909,-1.5280737370252608
21,3,-0.8510152205824851,-1.282028967142105
21,4,-0.8750123932957649,-1.385555208288133
21,5,-0.925055506825447,-1.5206786781549453
21,6,-0.9654373109340667,-1.6017313539981841
22,0,-0.8460744723677635,-1.463542604446411
22,1,-0.812782584875822,-1.3696679729968309
22,2,-0.9180850565433502,-1.5249008998274802
22,3,-0.8459945499897003,-1.2767203018069266
22,4,-0.8720751956105232,-1.3718658439815044
22,5,-0.9218241155147552,-1.507667900621891
22,6,-0.9621801555156707,-1.5894178688526153
23,0,-0.8520498305559158,-1.4571632422506808
23,1,-0.8122038545086979,-1.3614997543394565
23,2,-0.9202819123864173,-1.521822565793991
23,3,-0.8423371642827987,-1.2746058344841003
23,4,-0.871345217525959,-1.363231585919857
23,5,-0.919108609855175,-1.4988554134964942
23,6,-0.9574977487325668,-1.5787940710783004
24,0,-0.8574948638677596,-1.4413265414535998
24,1,-0.8203073322772979,-1.3459402412176131
24,2,-0.9281732618808746,-1.5152170449495315
24,3,-0.8458218343555927,-1.2705533742904662
24,4,-0.8764087811112403,-1.348075570166111
24,5,-0.9211773306131362,-1.4833449065685271
24,6,-0.9575976610183715,-1.5638759523630141
25,0,-0.8594271123409271,-1.4278086736798286
25,1,-0.8216727554798126,-1.3320133551955222
25,2,-0.9345111429691314,-1.5112669110298156
25,3,-0.847110840678215,-1.2715875595808028
25,4,-0.8787277594208717,-1.3359992519021033
25,5,-0.9247808262705802,-1.4718868300318717
25,6,-0.9627249270677566,-1.5544221639633178
26,0,-0.8465827398002147,-1.4175400301814078
26,1,-0.8090372515842318,-1.3221439734101295
26,2,-0.9265820115804672,-1.51190178245306
26,3,-0.8269117802381515,-1.2713351935148238
26,4,-0.8668033510446548,-1.3249731823801993
26,5,-0.9121564731001853,-1.4609219223260879
26,6,-0.949387314915657,-1.5422563195228576
27,0,-0.853906138986349,-1.3945755219087004
27,1,-0.8194249432533979,-1.296220326423645
27,2,-0.9307016164064407,-1.5027500256896018
27,3,-0.8304733775556087,-1.2560420125722884
27,4,-0.8740606263279914,-1.3005633518099784
27,5,-0.9154772341251373,-1.439995938539505
27,6,-0.9498960405588149,-1.5239673867821693
28,0,-0.8537054501473903,-1.380569815263152
28,1,-0.8184884574264287,-1.2798169568181037
28,2,-0.9328738778829574,-1.5038629040122031
28,3,-0.8277218520641326,-1.249309504032135
28,4,-0.8750901624560355,-1.2857900276780128
28,5,-0.9161751672625541,-1.4272504854947328
28,6,-0.9498502492904662,-1.510565312206745
29,0,-0.8420074202120303,-1.373678832873702
29,1,-0.8067581916227936,-1.2778665512800216
29,2,-0.92483611702919,-1.5013369187712668
29,3,-0.8119413593783974,-1.2632190972566604
29,4,-0.8641058981418609,-1.2825311884284019
29,5,-0.9059440448880195,-1.4182496700435876
29,6,-0.9408165246248245,-1.4993843153119086
30,0,-0.846359859406948,-1.3607762582600116
30,1,-0.81296126563102,-1.2717659413814544
30,2,-0.9288143992424011,-1.4954991951584815
30,3,-0.873830097913742,-1.2866532295942306
30,4,-0.8678135529160499,-1.2772727102041244
30,5,-0.9089955866336822,-1.4043611065484582
30,6,-0.9444873362779617,-1.483767369389534
31,0,-0.8452773533761501,-1.3483488239347934
31,1,-0.8097984783351421,-1.254195013642311
31,2,-0.9301546990871429,-1.4915531292557715
31,3,-0.8713152885437011,-1.2784960731863975
31,4,-0.8667762234807014,-1.2613522052764892
31,5,-0.9090094670653343,-1.393940295651555
31,6,-0.9441394537687301,-1.473936827480793
32,0,-0.8415003225207328,-1.3275217875838279
32,1,-0.8100419325754046,-1.2318040519952773
32,2,-0.9219730004668235,-1.4837496891617774
32,3,-0.8514390282332897,-1.2851338550448417
32,4,-0.8652116239070892,-1.23850459754467
32,5,-0.9021600812673568,-1.3737292155623435
32,6,-0.9339398920536041,-1.4554442778229713
33,0,-0.8419992804527282,-1.3128347784280776
33,1,-0.8111264633014797,-1.2171067982912063
33,2,-0.9238746047019958,-1.477351227402687
33,3,-0.8742940753698348,-1.314277821779251
33,4,-0.8652366653084754,-1.2252167850732802
33,5,-0.901104162633419,-1.3596604295074939
33,6,-0.9317582577466964,-1.440436379611492
34,0,-0.8371964313089847,-1.3053699001669883
34,1,-0.8071711572818457,-1.2113848567008971
34,2,-0.9239196062088012,-1.474820891022682
34,3,-0.8745813772082328,-1.3104114547371863
34,4,-0.8597465373575687,-1.219314882159233
34,5,-0.8953581556677818,-1.3521664641797542
34,6,-0.9261656433343887,-1.4334347374737262
35,0,-0.832222643494606,-1.3102374389767646
35,1,-0.8024051037617027,-1.2175106346607207
35,2,-0.9251208186149597,-1.4744642466306686
35,3,-0.8699249953031539,-1.3149327501654624
35,4,-0.855693358182907,-1.2245106488466262
35,5,-0.8905217602849006,-1.3558651447296142
35,6,-0.9206076219677924,-1.4349836759269237
36,0,-0.8237925760447978,-1.2994267731904983
36,1,-0.7923313814215361,-1.2078075051307677
36,2,-0.9264459639787673,-1.4653496533632278
36,3,-0.8639580264687537,-1.3049860537052154
36,4,-0.8489528477191924,-1.2162915259599685
36,5,-0.8858471989631652,-1.3457091502845286
36,6,-0.9179527044296264,-1.4244982317090034
37,0,-0.8243166629225015,-1.2844080194830894
37,1,-0.7959953147917985,-1.1877883315086364
37,2,-0.9213211119174957,-1.4593043603003024
37,3,-0.8630249008536338,-1.2900919333100318
37,4,-0.8507147833704948,-1.1966954559087752
37,5,-0.8831233635544776,-1.3327628389000892
37,6,-0.9120106503367423,-1.4150621188804506
38,0,-0.8190188903361558,-1.2700205534696578
38,1,-0.7888105429708957,-1.1650965005159377
38,2,-0.9197230219841003,-1.45464069545269
38,3,-0.8576354041695594,-1.2760952278971671
38,4,-0.8439955778419971,-1.1744303941726684
38,5,-0.878144796192646,-1.3217706099152564
38,6,-0.9074285060167312,-1.4086455224081873
39,0,-0.8168824717402458,-1.2743324279785155
39,1,-0.7859290588647126,-1.1701172977685927
39,2,-0.8584128685295581,-1.3338214695453643
39,3,-0.8560583434998988,-1.2818525820970534
39,4,-0.8423105135560035,-1.1825873792171477
39,5,-0.8766422376036643,-1.32682446539402
39,6,-0.9058064252138137,-1.4113825984299182
40,0,-0.8111398911103606,-1.2689857274293899
40,1,-0.7817552454769611,-1.1700570970773696
40,2,-0.8524903647601604,-1.3268142208456992
40,3,-0.8509733334183692,-1.2760491907596587
40,4,-0.8382475480437278,-1.1810310125350951
40,5,-0.8716283172369003,-1.319770762324333
40,6,-0.9011898443102836,-1.4034249171148985
41,0,-0.8044188401661813,-1.2805635049939155
41,1,-0.7791857134550809,-1.1920022904872893
41,2,-0.8445510782301425,-1.3347780123353004
41,3,-0.8422376133501529,-1.2868906572461127
41,4,-0.8319043956696986,-1.2012670874595641
41,5,-0.8613527037203311,-1.3271268546581267
41,6,-0.8889909118413925,-1.4058095371350645
42,0,-0.8003631298313848,-1.269186908006668
42,1,-0.7726694002747535,-1.176082009077072
42,2,-0.8475574135780334,-1.3261238873004912
42,3,-0.8397650450468063,-1.2757292702794074
42,4,-0.8280673503875732,-1.1858675122261046
42,5,-0.8599611140787601,-1.3174522161483764
42,6,-0.8890117660164832,-1.3981663217768072
43,0,-0.7970373713877051,-1.2426180779933929
43,1,-0.7700390622019767,-1.1390544712543487
43,2,-0.8434763841331004,-1.305967354774475
43,3,-0.8354222282767295,-1.249385768175125
43,4,-0.8245299357920884,-1.149118000268936
43,5,-0.8547699071466922,-1.2950897827744483
43,6,-0.8820585265755653,-1.382499999925494
44,0,-0.7958252781070768,-1.2385079205036162
44,1,-0.7685206897556781,-1.1339752614498138
44,2,-0.8416531525552272,-1.3039855152368545
44,3,-0.8344907119870185,-1.246138224005699
44,4,-0.823591624572873,-1.1456962764263152
44,5,-0.8538688488304614,-1.2921059370040893
44,6,-0.8810738578438758,-1.379479793459177
45,0,-0.7961315367836505,-1.2346648216247558
45,1,-0.7708393849432468,-1.136642688512802
45,2,-0.8387115590274333,-1.2977723494172095
45,3,-0.8339374020695686,-1.2409130126237868
45,4,-0.8237405132502317,-1.1454094886779784
45,5,-0.8529868267476558,-1.2851695954799651
45,6,-0.880302596092224,-1.3714291505515575
46,0,-0.7908598074689507,-1.2406325578689574
46,1,-0.7968509166501462,-1.1800821363925933
46,2,-0.8393250100314616,-1.2952960595488547
46,3,-0.8542669892311096,-1.3303484633564948
46,4,-0.8700635164976119,-1.2809347376227378
46,5,-0.8977665781974792,-1.3904156420379876
46,6,-0.879636625945568,-1.3821762274950742
47,0,-0.7870480820536613,-1.227777549624443
47,1,-0.7915609648451208,-1.1701810151338576
47,2,-0.8412042140960693,-1.292768956720829
47,3,-0.8529293157160281,-1.319842943549156
47,4,-0.8693849772214889,-1.2697051256895064
47,5,-0.89816425293684,-1.3815435614436864
47,6,-0.8793047547340392,-1.3729781132191419
48,0,-0.7908598074689507,-1.2406325578689574
48,1,-0.7943348299711942,-1.1853267788887023
48,2,-0.8344410464167594,-1.2998231142759322
48,3,-0.8542669892311096,-1.3303484633564948
48,4,-0.8700635164976119,-1.2809347376227378
48,5,-0.8977665781974792,-1.3904156420379876
48,6,-0.879636625945568,-1.3821762274950742
49,0,-0.7870480820536613,-1.227777549624443
49,1,-0.7908832227811217,-1.1738419473171233
49,2,-0.8304498337209224,-1.2909167498350143
49,3,-0.8529293157160281,-1.319842943549156
49,4,-0.8693849772214889,-1.2697051256895064
49,5,-0.89816425293684,-1.3815435614436864
49,6,-0.8793047547340392,-1.3729781132191419
50,0,-0.7832593314349651,-1.2237628191709518
50,1,-0.7856945062056183,-1.172494465112686
50,2,-0.8269248560070991,-1.2914926797151565
50,3,-0.8497814901173114,-1.3165957942605018
50,4,-0.8657326653599738,-1.2660966902971267
50,5,-0.8947920978069305,-1.377922623977065
50,6,-0.8761808976531028,-1.3694349523633718
51,0,-0.7780076332390308,-1.231869825720787
51,1,-0.783162760734558,-1.1858789563179015
51,2,-0.8265290774405002,-1.307831273972988
51,3,-0.8439428277313709,-1.3218628853559493
51,4,-0.8604577176272868,-1.271892049908638
51,5,-0.889004710316658,-1.3818808529525994
51,6,-0.8701933205127715,-1.3736584927886724
52,0,-0.7788862280547618,-1.2352563828229903
52,1,-0.7862580792978405,-1.1942651212215423
52,2,-0.8258525498211383,-1.309219518303871
52,3,-0.8429835729300975,-1.319661298394203
52,4,-0.8586424283683299,-1.2729598969221114
52,5,-0.8875352099537849,-1.376928511634469
52,6,-0.8690274462103843,-1.3689891934394836
53,0,-0.7708344973623752,-1.2187448531389236
53,1,-0.7822173435240983,-1.1824670374393462
53,2,-0.8422261804342269,-1.3196917042136191
53,3,-0.8376418307423591,-1.3052690416574477
53,4,-0.853497165441513,-1.2586833029985427
53,5,-0.8840066596865653,-1.3639179930090903
53,6,-0.8648676231503486,-1.3555796049535274
54,0,-0.7779880121350288,-1.2107642829418181
54,1,-0.7935151003301143,-1.1746492326259612
54,2,-0.8519809424877166,-1.3136354103684424
54,3,-0.8420395396649837,-1.3015699699521064
54,4,-0.8573926232755184,-1.252652996778488
54,5,-0.8856051295995712,-1.3618821963667869
54,6,-0.8675926133990287,-1.3534086100757121
55,0,-0.7636684507131576,-1.202059158682823
55,1,-0.7813608415424823,-1.1710176557302474
55,2,-0.8462712347507476,-1.3064797163009643
55,3,-0.8327049382030963,-1.2904132172465324
55,4,-0.8483114197850227,-1.2421277999877929
55,5,-0.8801970362663268,-1.3497805796563624
55,6,-0.860778435319662,-1.3415508657693862
56,0,-0.75287461951375,-1.2036229014396667
56,1,-0.771349274739623,-1.179157817363739
56,2,-0.8465411506593227,-1.3175976887345313
56,3,-0.8229164231568574,-1.290047438442707
56,4,-0.8387316904962062,-1.2410106897354125
56,5,-0.8712768584489822,-1.3483040310442447
56,6,-0.8514861643314361,-1.3404993206262588
57,0,-0.7535884372889995,-1.2005391508340835
57,1,-0.774571643397212,-1.182202363014221
57,2,-0.8422150902450084,-1.3144452959299087
57,3,-0.8204592254012822,-1.2835351094603538
57,4,-0.8361083894968032,-1.2355540931224822
57,5,-0.8673370212316512,-1.3403128884732722
57,6,-0.8480075851082801,-1.332785265147686
58,0,-0.7515187144279479,-1.1865035086870193
58,1,-0.7682999812066554,-1.1752524465322494
58,2,-0.8330337546765804,-1.3161642119288444
58,3,-0.8192833673208951,-1.2732286393642425
58,4,-0.835059094429016,-1.2238574862480163
58,5,-0.8658671036362647,-1.3314093142747878
58,6,-0.846707522124052,-1.3237791001796722
59,0,-0.7530156813561916,-1.2142340034246444
59,1,-0.7720764309167861,-1.2196470886468886
59,2,-0.8267447605729102,-1.340189193934202
59,3,-0.8189926214516162,-1.2878248259425162
59,4,-0.8344095788896083,-1.2446716964244842
59,5,-0.8655992701649665,-1.3385447986423968
59,6,-0.8463846400380134,-1.331943267583847
60,0,-0.6503044962882996,-0.967948693037033
60,1,-0.662684440612793,-0.9702776104211807
60,2,-0.7186491191387177,-1.1481359779834746
60,3,-0.7179212868213654,-1.0474632412195204
60,4,-0.7336964309215546,-1.0017297148704527
60,5,-0.7641701698303223,-1.1005259335041044
60,6,-0.7451449781656265,-1.0937212884426115
61,0,-0.6465448141098022,-0.9619558036327361
61,1,-0.6527375280857086,-0.972839343547821
61,2,-0.7153704613447189,-1.1437981605529783
61,3,-0.7131205797195435,-1.0419856041669844
61,4,-0.7277633249759674,-0.9960018426179885
61,5,-0.7591238021850586,-1.0959693074226378
61,6,-0.7403942793607712,-1.0889106273651121
62,0,-0.6404084265232086,-0.9602572351694106
62,1,-0.6411388218402863,-0.9808259040117263
62,2,-0.7110890448093414,-1.141619163751602
62,3,-0.7074766308069229,-1.0404554039239882
62,4,-0.7213691473007202,-0.994445863366127
62,5,-0.753693163394928,-1.0944284975528715
62,6,-0.7350722849369049,-1.0873211503028868
63,0,-0.6400247663259506,-0.9551024764776229
63,1,-0.6326881945133209,-0.9830229014158248
63,2,-0.7111376076936722,-1.1420479893684385
63,3,-0.708429217338562,-1.0373015284538267
63,4,-0.7231582999229431,-0.9895004957914352
63,5,-0.7553184628486633,-1.0922973334789274
63,6,-0.7363099753856659,-1.0853102087974547
64,0,-0.6394858956336975,-0.9474869847297668
64,1,-0.6234694048762321,-0.9777010262012481
64,2,-0.7122797220945358,-1.132056701183319
64,3,-0.7074049115180969,-1.0278889268636702
64,4,-0.720820352435112,-0.981529626250267
64,5,-0.7550572156906128,-1.0829973697662352
64,6,-0.7360028624534607,-1.0757143974304197
65,0,-0.637578159570694,-0.9382630914449691
65,1,-0.6095265746116638,-0.9789634227752685
65,2,-0.7107721716165543,-1.1258639872074125
65,3,-0.7058181315660477,-1.0196052074432371
65,4,-0.7191922515630722,-0.9717151999473571
65,5,-0.753324031829834,-1.0749031782150267
65,6,-0.734363004565239,-1.0679031193256376
66,0,-0.6395673900842667,-0.9306993216276168
66,1,-0.6031156703829765,-0.975662875175476
66,2,-0.7123512178659439,-1.1052344322204588
66,3,-0.7076645195484161,-1.007197070121765
66,4,-0.7209926843643188,-0.962208929657936
66,5,-0.7540872097015381,-1.0581141293048857
66,6,-0.7355870753526688,-1.0518227994441984
67,0,-0.6427602171897888,-0.9241053715348243
67,1,-0.6028494164347649,-0.97644265294075
67,2,-0.7163151651620865,-1.1085617721080778
67,3,-0.7096829861402512,-1.0037109881639479
67,4,-0.7215479761362076,-0.9559971272945403
67,5,-0.7557084858417511,-1.0571776807308195
67,6,-0.7376553267240524,-1.0507658302783964
68,0,-0.649460569024086,-0.9190576180815696
68,1,-0.5992226228117943,-0.9767195165157317
68,2,-0.7275004833936691,-1.1061908781528471
68,3,-0.7198119014501572,-0.9989956945180892
68,4,-0.7318054586648941,-0.9505590975284576
68,5,-0.7681690752506256,-1.052650737762451
68,6,-0.7493344098329544,-1.0464504837989805
69,0,-0.6435951292514801,-0.9115597486495971
69,1,-0.586026705801487,-0.9664781272411346
69,2,-0.7226578593254089,-1.0959942221641539
69,3,-0.7142037749290466,-0.9907013058662414
69,4,-0.7259290814399719,-0.9433910131454467
69,5,-0.7633721828460693,-1.0445484846830366
69,6,-0.7442580759525299,-1.0379594445228575
70,0,-0.6500606536865234,-0.9066852584481239
70,1,-0.5799365565180779,-0.9620660126209258
70,2,-0.7269839942455292,-1.0852494120597838
70,3,-0.7202547192573547,-0.9842038184404373
70,4,-0.7327951192855835,-0.9379868388175964
70,5,-0.7682680785655975,-1.0359875440597532
70,6,-0.7494167536497116,-1.0297456115484236
71,0,-0.6439416259527206,-0.907232354581356
71,1,-0.5622284784913063,-0.9626213490962982
71,2,-0.7208711057901382,-1.0872116863727568
71,3,-0.7138872742652893,-0.9856008321046829
71,4,-0.7262040376663208,-0.9391481012105941
71,5,-0.7617137134075165,-1.0379437088966368
71,6,-0.7429764717817307,-1.0315624505281447
72,0,-0.6445183157920837,-0.9066723987460136
72,1,-0.556170329451561,-0.9582769304513931
72,2,-0.7255475223064423,-1.0926178276538847
72,3,-0.7167257219552994,-0.98682561814785
72,4,-0.7286360263824463,-0.9389681100845336
72,5,-0.767096221446991,-1.0414661198854445
72,6,-0.7475134283304214,-1.0346630245447157
73,0,-0.6486000865697861,-0.9070385500788688
73,1,-0.5532312206923962,-0.9538030803203582
73,2,-0.7295161485671997,-1.0918545901775358
73,3,-0.720078632235527,-0.9865315437316894
73,4,-0.7313955873250961,-0.9389849483966827
73,5,-0.7698354423046112,-1.0406133413314818
73,6,-0.750614732503891,-1.033958676457405
74,0,-0.6505733132362366,-0.9099229007959365
74,1,-0.549692802131176,-0.9483958810567855
74,2,-0.7329124063253403,-1.0925477921962736
74,3,-0.7227801829576492,-0.9881538331508636
74,4,-0.7339001595973969,-0.9408425420522689
74,5,-0.7733201682567596,-1.041671174764633
74,6,-0.7538498938083649,-1.0351090759038923
75,0,-0.6562427580356598,-0.9144316345453262
75,1,-0.5406145341694355,-0.9488318592309951
75,2,-0.7443237900733948,-1.1109263479709623
75,3,-0.734121784567833,-0.9987150013446807
75,4,-0.7466951608657837,-0.9481328606605529
75,5,-0.7891539633274078,-1.0569279372692106
75,6,-0.7677865624427795,-1.0495561540126799
76,0,-0.5990851819515228,-0.8978030413389205
76,1,-0.5339993089437485,-0.9471298187971114
76,2,-0.7429848909378052,-1.1173411786556242
76,3,-0.6875717043876648,-1.0273180633783339
76,4,-0.6256211847066879,-0.9937121897935867
76,5,-0.7705316841602325,-1.051801937818527
76,6,-0.7721855640411377,-1.0291212081909178
77,0,-0.6048000007867813,-0.8993946343660354
77,1,-0.5352144092321396,-0.9401171684265136
77,2,-0.7605139911174774,-1.1226568996906279
77,3,-0.699600949883461,-1.0298286855220793
77,4,-0.6279073804616928,-0.9889142841100692
77,5,-0.7881447672843933,-1.0544237375259398
77,6,-0.7892679870128632,-1.03113077878952
78,0,-0.5972079932689667,-0.9102934107184409
78,1,-0.525101600214839,-0.947477626800537
78,2,-0.7468904703855515,-1.1424949049949644
78,3,-0.6890900433063507,-1.0470591515302656
78,4,-0.6160025000572205,-0.9955881118774413
78,5,-0.7732832729816437,-1.0711280286312101
78,6,-0.7744465172290802,-1.0469286024570463
79,0,-0.6000812500715256,-0.9085302680730819
79,1,-0.5208350494503975,-0.9363685578107833
79,2,-0.7560093998908997,-1.123166936635971
79,3,-0.6958871930837631,-1.035025182366371
79,4,-0.6139815151691437,-0.9786795556545257
79,5,-0.7836602330207825,-1.0564968466758726
79,6,-0.78492271900177,-1.0339598238468168
80,0,-0.5957373455166817,-0.9155063733458518
80,1,-0.5217564757913351,-0.936829137802124
80,2,-0.7362419962882996,-1.1365333974361418
80,3,-0.6821949183940887,-1.0459479719400404
80,4,-0.6061778366565704,-0.97922805249691
80,5,-0.7618403136730194,-1.0683368623256682
80,6,-0.7631587386131287,-1.0451545447111128
81,0,-0.5932262539863586,-0.9185465529561042
81,1,-0.5146590424701571,-0.9342421621084213
81,2,-0.7377621829509735,-1.1344755470752714
81,3,-0.6818574815988541,-1.0454774379730223
81,4,-0.6014970019459724,-0.9740205138921737
81,5,-0.7636350691318512,-1.0664282619953154
81,6,-0.7648281157016754,-1.0435460984706877
82,0,-0.5869117826223373,-0.924781385064125
82,1,-0.5033261994831264,-0.9352182328701019
82,2,-0.7398693561553955,-1.1517606556415556
82,3,-0.6805349141359329,-1.0579972743988035
82,4,-0.5948570221662521,-0.9773285120725631
82,5,-0.767026424407959,-1.0805911302566527
82,6,-0.7682111263275146,-1.0566041350364683
83,0,-0.5836153030395508,-0.9320326328277587
83,1,-0.5074626812711358,-0.9312435120344161
83,2,-0.7325074821710587,-1.1567909896373747
83,3,-0.674498051404953,-1.063603240251541
83,4,-0.5953753441572189,-0.9740231662988662
83,5,-0.7584262788295746,-1.0861670553684233
83,6,-0.759420782327652,-1.0623957097530363
84,0,-0.5768331065773964,-0.930893126130104
